Rating,Review,Product Name,Product Category,Emotion,Data Source,Sentiment
4.0,"If you are okay to use big size phone with average uses, than it is a good phone. Can’t use it in one hand.",realme C55 - (6GB/128GB),Smart Phones,Sadness,Daraz,Negative
5.0,দ্রুত সময়ের মধ্যে ডেলিভারি পেয়েছি। ওয়ারেন্টি রিলেটেড কোনো ডকুমেন্ট বা সেলস রিসিপ্ট পাইনি।,realme C55 - (6GB/128GB),Smart Phones,Sadness,Daraz,Negative
4.0,Good but not that good at taking photos at low light environment,realme C55 - (6GB/128GB),Smart Phones,Sadness,Daraz,Negative
5.0,তিন দিনেই হাতে পেলাম। অথেনটিক। ব্যবহার করে দেখি সার্ভিস কেমন।,realme C55 - (6GB/128GB),Smart Phones,Happy,Daraz,Positive
5.0,The product is authentic but delivery is too late...,realme C55 - (6GB/128GB),Smart Phones,Happy,Daraz,Positive
5.0,Everything is ok but seller can provide airphone,realme C55 - (6GB/128GB),Smart Phones,Love,Daraz,Positive
5.0,Received the authentic product. Thanks to Daraz,realme C55 - (6GB/128GB),Smart Phones,Love,Daraz,Positive
4.0,Good phone for regular use. Not for gaming.,realme C55 - (6GB/128GB),Smart Phones,Happy,Daraz,Positive
5.0,onnek sundor tnx r ki 17814 tk paowa jabe,realme C55 - (6GB/128GB),Smart Phones,Love,Daraz,Positive
3.0,Camera and software are too bad.,realme C55 - (6GB/128GB),Smart Phones,Anger,Daraz,Negative
5.0,"১ দিন পরেই ডেলিভারি, ধন্যবাদ",realme C55 - (6GB/128GB),Smart Phones,Happy,Daraz,Positive
4.0,it's good quality product,realme C55 - (6GB/128GB),Smart Phones,Love,Daraz,Positive
5.0,I happy good good phone,realme C55 - (6GB/128GB),Smart Phones,Happy,Daraz,Positive
5.0,very phone,realme C55 - (6GB/128GB),Smart Phones,Love,Daraz,Positive
5.0,খুবই  ভালো,realme C55 - (6GB/128GB),Smart Phones,Love,Daraz,Positive
5.0,এইটা সহ ৩ টা রিয়েলমি ফোন নিলাম দারাজ থেকে। সবগুলোই ঠিকঠাক আছে। ফোন কিনার ক্ষেত্রে অবশ্যই অথেনটিক স্টোর থেকে নিবেন সবসময়। দ্রুত ডেলিভারি পেয়েছি।,realme C55 - (6GB/128GB),Smart Phones,Happy,Daraz,Positive
5.0,Thanks for delivering a good product! Bought it for my father and he is using it very comfortably!,realme C55 - (6GB/128GB),Smart Phones,Happy,Daraz,Positive
4.0,সেলার অনেক লেট করে রিপ্লাই দেয়। প্রোডাক্ট শিপমেন্টে দেয়ার পর রিপ্লাই করে কোন লাভ আছে?,realme C55 - (6GB/128GB),Smart Phones,Sadness,Daraz,Negative
5.0,"got the original & authentic product.
thanks Daraz",realme C55 - (6GB/128GB),Smart Phones,Love,Daraz,Positive
5.0,গ্রেট সার্ভিস যোদিও EMI আমি এক্টিভ এখনো হয় নাই।।,realme C55 - (6GB/128GB),Smart Phones,Happy,Daraz,Positive
5.0,Recommend,realme C55 - (6GB/128GB),Smart Phones,Happy,Daraz,Positive
5.0,GOOD ♦️♦️,realme C55 - (6GB/128GB),Smart Phones,Love,Daraz,Positive
5.0,fine 👌😊,realme C55 - (6GB/128GB),Smart Phones,Love,Daraz,Positive
5.0,Awesome,realme C55 - (6GB/128GB),Smart Phones,Love,Daraz,Positive
5.0,👍,realme C55 - (6GB/128GB),Smart Phones,Love,Daraz,Positive
5.0,Authentic Product. excellent .,realme C55 - (6GB/128GB),Smart Phones,Love,Daraz,Positive
5.0,Awesome phone mashallah ^}^,realme C55 - (6GB/128GB),Smart Phones,Love,Daraz,Positive
5.0,খুব ভাল হইছে,realme C55 - (6GB/128GB),Smart Phones,Love,Daraz,Positive
2.0,I have ordered selecting Sunshower color but it was Midnight Black. As I paid first so didn't  want to take hassel and receive it. But I am disappointed. I was scared about Daraz issues and it happened. My Bandluck. Even there was no call or responce after placed the order. They have no concern about what customer ordered. Even I didn't found any color name after placing order. I could not check what actually placed.,Realme C55 - (8GB/256GB),Smart Phones,Fear,Daraz,Negative
1.0,ভালই চলছিল কিন্তু ডেলিভারির 10 দিন যেতে না যেতেই ফোন চালাতে চালাতে হটাৎ স্ক্রীন পুরো ব্ল্যাক হয়ে যায় কাল। রিং আসে কিন্তু স্ক্রীন এ কোনো কিছু দেখায় না। পরে ইউটিউবে দেখে আবার স্টার্ট করলাম এখন চলছে জানিনা কতদিন চলে এই ফোন!,Realme C55 - (8GB/256GB),Smart Phones,Sadness,Daraz,Negative
5.0,"loved it Soo much
Its very safely delivered…and it’s going well alhamdulillah!and it’s also value fro money and it’s also give me a royal gaming experience ..after all it’s a very beautiful and good phone ..sorry sorry ‘}’ i mean it’s a excellent phone.mashallah and algammdulillah. ^}^",Realme C55 - (8GB/256GB),Smart Phones,Love,Daraz,Positive
5.0,"ওয়ারেন্টির কোন কাগজ আসেনি,কিভাবে পাব বা কিভাবে ক্লেইম করব?",Realme C55 - (8GB/256GB),Smart Phones,Sadness,Daraz,Negative
2.0,1 month er modde spreker kaj korche na. kothay jogajog korte pari.,Realme C55 - (8GB/256GB),Smart Phones,Sadness,Daraz,Negative
5.0,Nice phone. fastest delivery. safe packaging. 😀,Realme C55 - (8GB/256GB),Smart Phones,Happy,Daraz,Positive
3.0,front camera is not that good,Realme C55 - (8GB/256GB),Smart Phones,Sadness,Daraz,Negative
4.0,ভালো,Realme C55 - (8GB/256GB),Smart Phones,Love,Daraz,Positive
5.0,"২৯ তারিখে রাতে অর্ডার দিয়েছি, পরের দিন হাতে পেয়েছি। যেমন চেয়েছি তেমনি পেয়েছি। অসংখ্য ধন্যবাদ।",realme C53 (6/128),Smart Phones,Happy,Daraz,Positive
5.0,Looking very nice,realme C53 (6/128),Smart Phones,Love,Daraz,Positive
5.0,আশানুতপতিক অনেক ভালো পেয়েছি ছেলেরও অনেক ভালো ছিল আপনারা চাইলে নিতে পারেন অনেক ভালো,realme C53 (6/128),Smart Phones,Love,Daraz,Positive
5.0,Good & Healthy.,realme C53 (6/128),Smart Phones,Love,Daraz,Positive
5.0,"রিয়েলমি ফ্লেগশিপ স্টোর থেকে নেয়া। খুব দ্রুত ডেলিভারি পেয়েছি। অরিজিনাল প্রোডাক্ট। ধন্যবাদ দারাজ ধন্যবাদ রিয়েলমিকে।
সাথে কোন ওয়ারেন্টি কার্ড নাই, এটা ওয়ারেন্টি ক্লেইম করব কিভাবে?",realme C53 (6/128),Smart Phones,Happy,Daraz,Positive
5.0,দ্রুত ডেলিভারি দেওয়ার জন্য দারাজ কে এবং সেলারকে ধন্যবাদ,realme C53 (6/128),Smart Phones,Happy,Daraz,Positive
5.0,অসাধারণ মোবাইল ডিজাইন,realme C53 (6/128),Smart Phones,Love,Daraz,Positive
5.0,Good product.....but camera ato ta valo na simple,realme C53 (6/128),Smart Phones,Love,Daraz,Positive
5.0,"alhamdulillah good products 
thanks you daraz",realme C53 (6/128),Smart Phones,Love,Daraz,Positive
4.0,"কেনার আগে দেখে আসুন ভিডিও।। সাচ করুন PRB786 লিখে youtube,facebook,google,tiktok, url link -https://youtube.com/shorts/HRgKsgam3p0?si=Kn9n93Gr8h076ggE",realme C53 (6/128),Smart Phones,Fear,Daraz,Negative
5.0,Nice Product....,realme C53 (6/128),Smart Phones,Happy,Daraz,Positive
5.0,"I've never thought that Daraz is serving the great service to the people.i've ordered a watch from Daraz , they sent me the watch within 3 days.If i would truely say about Daraz riders service,i will definately say that their service is masterpiece.I was in office and the rider has called me to recieve the percel and i requested to him that wait for me for 20minutes in front of my house.But i couldn't reach to the home proper time.i was thinking that maybe he would gone from my house, though i had being late.But i got strange when i reached to my place i saw the rider,he had been waiting for for 35 minutes.His behaviour was so adorable,and humble,a truely gentle person.i have offered him to take the tips but with due to respect didn't take it and said,sir please don't mind we have no any rules and regulation in our company to take the tips from our valuable customers.If Daraz is continuing their service like this they would be the best e-commerce company in Bangladesh ❤️",realme C53 (6/128),Smart Phones,Love,Daraz,Positive
5.0,এক কথায় বলা যেতে পারে খুবই সুন্দর চাইলে আপনারা সবাই নিতে পারেন ধন্যবাদ দারাজ  এবং সেলার কে এত সুন্দর প্রোডাক্ট দেওয়ার জন্য মোবাইলের ছবি দিতে পারলাম না ❤️❤️❤️❤️,realme C53 (6/128),Smart Phones,Love,Daraz,Positive
5.0,fast delivery but phone quality not upto mark. also no sms coming for checking phone registration.,realme C53 (6/128),Smart Phones,Sadness,Daraz,Negative
5.0,Thanks to Daraz Bangladesh & Realme for wonderful product.,realme C53 (6/128),Smart Phones,Anger,Daraz,Negative
5.0,Happy for the product,realme C53 (6/128),Smart Phones,Love,Daraz,Positive
5.0,"Thanks To Daraz
Salesman Good & Product Is Good...
Anyone Who Wants To Take It Can Take It!!",realme C53 (6/128),Smart Phones,Happy,Daraz,Positive
4.0,"কোন ওয়ারেন্টি কার্ড পাইনি, ক্রয় রশিদও পাইনি।
প্রোডাক্ট ঠিকঠাক পেয়েছি।",realme C53 (6/128),Smart Phones,Happy,Daraz,Positive
5.0,"Alhamdulillah,I’m satisfied product, quality is very good 👍👍👍",realme C53 (6/128),Smart Phones,Happy,Daraz,Positive
5.0,"perfect pack, well delivery

বাট সেলার মেসেজের রিপ্লে দেয় না",realme C53 (6/128),Smart Phones,Happy,Daraz,Positive
5.0,"অনেক অনেক ধন্যবাদ দারাজ,,, যেমন চাইছিলাম ঠিক তেমনই পাইছি,,,",realme C53 (6/128),Smart Phones,Happy,Daraz,Positive
5.0,very good quality. 1 din e delivery paichi.,realme C53 (6/128),Smart Phones,Love,Daraz,Positive
5.0,Very good,realme C53 (6/128),Smart Phones,Love,Daraz,Positive
5.0,Genuine product with super fast delivery!!,realme C53 (6/128),Smart Phones,Love,Daraz,Positive
5.0,Awesome,realme C53 (6/128),Smart Phones,Love,Daraz,Positive
5.0,thanks,realme C53 (6/128),Smart Phones,Love,Daraz,Positive
5.0,good,realme C53 (6/128),Smart Phones,Love,Daraz,Positive
4.0,quite satisfactory package,realme C53 (6/128),Smart Phones,Happy,Daraz,Positive
5.0,thanks bhi Abdul Kader,realme C53 (6/128),Smart Phones,Happy,Daraz,Positive
5.0,Realme 👍👍,realme C53 (6/128),Smart Phones,Love,Daraz,Positive
4.0,ভাল,realme C53 (6/128),Smart Phones,Love,Daraz,Positive
1.0,"ডেলিভারি চার্জ দেয়ার পরও আপনাদের ডেলিভারী মেন আমাকে ফোন করে বলে শায়েস্তাগঞ্জ অফিসে আপনার পন্যটি নিয়ে যান, পরবর্তীতে বাধ্য হয়ে আমি শায়েস্তাগঞ্জ গিয়ে আমার ফোনটি রিসিভ করি। আমার প্রশ্ন হলো আমি ডেলিভারি চার্জ দেয়ার পরও কেন আমার উল্লেখিত ঠিকানায় পণ্যটি এনে দেয়া হয়নি? আমি অফিসে গিয়ে মোবাইলটি আনার পরও চার্জ কেন নেয়া হলো?",realme C51 (4/64),Smart Phones,Sadness,Daraz,Negative
5.0,nice packaging & very fast delivery. thanks daraz for special disconnect.,realme C51 (4/64),Smart Phones,Love,Daraz,Positive
5.0,Very good,realme C51 (4/64),Smart Phones,Love,Daraz,Positive
5.0,Good,realme C51 (4/64),Smart Phones,Love,Daraz,Positive
3.0,"average phone, kaaj chole r ki!",realme C51 (4/64),Smart Phones,Happy,Daraz,Positive
5.0,Satisfied for everything,realme C51 (4/64),Smart Phones,Happy,Daraz,Positive
5.0,"এই বাজেটে সেরা একটি ফোন। ব্যাটারী 5000mAh এর এবং ক্যামেরার ছবি ও অনেক সুন্দর উঠে। নিঃসন্দেহে এই দামে এটি অনেক ভালো একটি ফোন। স্মুথ টার্চ,কালারটা দেখতে অনেক স্মার্ট লাগে এবং ডিসপ্লের সাইজ ও অনেক বড়। যার ফলে মুভি কিংবা গেইম লাভারদের জন্য দারুণভাবে উপভোগ্য।",Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Happy,Daraz,Positive
5.0,"Just awesome 😎 Product Realme C30 
40 PCS nilam 🤘
Daraz Bangladesh Ltd ateo Valo Lager karon 
khub fast delivery date
Raat order korchi sokal chole asche Thank you ♥️
daraz love it ☺️🥰",Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Happy,Daraz,Positive
5.0,যতই ব্লক মারবে ততই কোপ দেয়া হবে দারাজ থেকে,Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Anger,Daraz,Negative
5.0,intact & original product e peyechhi.,Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Happy,Daraz,Positive
5.0,"আমি প্রোডাক্টটি হাতে পেয়ে অনেক খুশি, মোবাইলের পারফরমেন্স ভালো পেয়েছি, দেখা যাক কতদিন ভালোভাবে  ব্যবহার করতে পারি, ধন্যবাদ দারাজকে, কিন্তু রেডেক্সে নিয়োজিত কুরিয়ার সার্ভিসের কর্মিরা হোম ডেলিভারি দিতে চায়না, তাদের অফিস থেকে গিয়ে আনতে বলে, না আনতে পারলে প্রোডাক্ট রিটার্ন পাঠিয়ে দেয়।",Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Happy,Daraz,Positive
5.0,Very good phone,Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Love,Daraz,Positive
4.0,ডেলিভারী দ্রুতই পেয়েছি। ফোনও ঠিকঠাক কিন্তু ফোনের সাথে ওয়ারেন্টি কার্ড পাই নাই। কোনো ক্যাশ মেমোও দেয়া হয় নাই৷ ওয়ারেন্টি পাবো কিভাবে?,Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Sadness,Daraz,Negative
4.0,"দামের বিবেচনায় মোবাইলটা ভালোই। 
চার্জ ভালই থাকে যারা এন্ট্রি লেভেলের ইউজার তারা চাইলে নিতে পারেন।",Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Happy,Daraz,Positive
5.0,"Thanks a lot. Genuine intact product, 100% satisfaction.",Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Happy,Daraz,Positive
5.0,good packaging...and genuine phone....trusted shop....,Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Happy,Daraz,Positive
5.0,Got authentic product from daraz.,Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Love,Daraz,Positive
5.0,অরিজিনাল প্রোডাক্টটাই পেয়েছি,Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Happy,Daraz,Positive
5.0,Tnx realme bangladesh,Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Happy,Daraz,Positive
5.0,Very good product,Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Love,Daraz,Positive
5.0,good product,Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Love,Daraz,Positive
5.0,good service,Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Happy,Daraz,Positive
5.0,overall good,Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Love,Daraz,Positive
5.0,super product,Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Love,Daraz,Positive
5.0,good podact,Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Love,Daraz,Positive
1.0,খুবই বাজে অভিজ্ঞতা হলো। কেউ নিবেন না। প্লিজ। দোকান থেকে নিলে আরও অনেক কমে নেওয়া যেতো। ওরা দোকানের থেকে প্রতি মোবাইলে ৪০০-৮০০টাকা বেশি বিক্রি করছে। ওরা মুখোশধারী প্রতারক। এদের থেকে সাবধান।,Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Anger,Daraz,Negative
4.0,The product is satisfying. you can parchase without hasitation.,Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Love,Daraz,Positive
1.0,"Don't buy, Most of the phone are faulty",Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Anger,Daraz,Negative
5.0,ভালোই,Realme C30-2GB RAM/32GB Rom Mobile Smartphone,Smart Phones,Love,Daraz,Positive
5.0,Waseem 1ta phone🤳 realme r mobile somporka bolar keccu ni. 💯% original mobile. delivery o first paic. 🚀. chok bondho kora mobile order korta paren. thanks realme....🌹🌹🌹🌹. thanks daraz...❤️❤️❤️,realme C33 (4GB/128GB) - Mobile Smartphone,Smart Phones,Love,Daraz,Positive
5.0,"Authentic product. Don't have any screen protection,head phone & back cover.",realme C33 (4GB/128GB) - Mobile Smartphone,Smart Phones,Happy,Daraz,Positive
5.0,good and authentic product,realme C33 (4GB/128GB) - Mobile Smartphone,Smart Phones,Love,Daraz,Positive
1.0,একদম ফালতু,realme C33 (4GB/128GB) - Mobile Smartphone,Smart Phones,Anger,Daraz,Negative
5.0,"thank you.

product : 5 star

daraz: 5 star

genuinity: 5 star

offer: 5 star

price: 5 star

please buy from daraz.",Realme C30s (3GB/64GB) Mobile Phone,Smart Phones,Love,Daraz,Positive
5.0,5 star for daraz.nice product in best price. Realme and daraz thank you. but have a request give chance to buy unlimited with credit card discount voucher. not one or two piece. we want to buy more.,Realme C30s (3GB/64GB) Mobile Phone,Smart Phones,Love,Daraz,Positive
5.0,"দারাজ ৫ এ ৫ স্টার
প্রডাক্ট ৫ এ ৫ স্টার
রিয়েলমি ৫ এ ৫ স্টার
দাম ৫ এ ৫ স্টার
ডেলিভারী ৫ এ ৫ স্টার
সুতরাং আর কি চান? আরো অফার, ভউচার আর ক্রেডিট কার্ড ডিস্কাউন্ট চাই।",Realme C30s (3GB/64GB) Mobile Phone,Smart Phones,Love,Daraz,Positive
5.0,thanks daraz thank you realme. 5 star. 100 💯 percent satisfied.,Realme C30s (3GB/64GB) Mobile Phone,Smart Phones,Love,Daraz,Positive
5.0,"Authentic product!
Got discount n cheaper than any other platforms",Realme C30s (3GB/64GB) Mobile Phone,Smart Phones,Happy,Daraz,Positive
5.0,"ফোনটি অনেক ভালো, ধন্যবাদ সেলার ভাই এবং দারাজকে💗💗💗",Realme C30s (3GB/64GB) Mobile Phone,Smart Phones,Happy,Daraz,Positive
